acc1-1,acc1-2,acc1-3,gyro1-1,gyro1-2,gyro1-3,acc2-1,acc2-2,acc2-3,gyro2-1,gyro2-2,gyro2-3,acc3-1,acc3-2,acc3-3,gyro3-1,gyro3-2,gyro3-3,acc4-1,acc4-2,acc4-3,gyro4-1,gyro4-2,gyro4-3,acc5-1,acc5-2,acc5-3,gyro5-1,gyro5-2,gyro5-3,acc6-1,acc6-2,acc6-3,gyro6-1,gyro6-2,gyro6-3,acc7-1,acc7-2,acc7-3,gyro7-1,gyro7-2,gyro7-3,acc8-1,acc8-2,acc8-3,gyro8-1,gyro8-2,gyro8-3,acc9-1,acc9-2,acc9-3,gyro9-1,gyro9-2,gyro9-3,acc10-1,acc10-2,acc10-3,gyro10-1,gyro10-2,gyro10-3,label
10.1,7.2,-19.8,-210.3,-196.4,25.2,10.1,7.2,-19.8,77.9,150.7,174.9,3.4,22.1,16.6,77.9,150.7,174.9,3.4,22.1,16.6,-214.3,17.4,-325.9,-7.1,1.3,-5.6,-214.3,17.4,-325.9,-7.1,1.3,-5.6,-69.3,-89.1,151.0,34.8,21.0,-5.5,-69.3,-89.1,151.0,34.8,21.0,-5.5,71.3,238.7,-20.6,-3.9,8.9,1.8,71.3,238.7,-20.6,-3.9,8.9,1.8,-141.7,-248.7,-0.8,1
-1.3,5.6,-19.3,-141.7,-248.7,-0.8,-1.3,5.6,-19.3,-650.4,47.3,255.6,3.7,7.8,-5.5,-650.4,47.3,255.6,3.7,7.8,-5.5,18.5,242.2,37.1,-9.1,16.5,10.4,18.5,242.2,37.1,-9.1,16.5,10.4,-187.3,-33.6,-206.6,-25.5,10.3,-24.6,-187.3,-33.6,-206.6,-25.5,10.3,-24.6,25.2,36.4,381.4,2.6,9.4,5.1,25.2,36.4,381.4,2.6,9.4,5.1,-143.4,109.4,-192.0,1
-42.4,17.1,-0.3,-143.4,109.4,-192.0,-42.4,17.1,-0.3,-91.8,-333.4,69.8,4.7,10.5,-7.9,-91.8,-333.4,69.8,4.7,10.5,-7.9,5.5,326.5,147.9,-11.1,18.2,8.9,5.5,326.5,147.9,-11.1,18.2,8.9,-288.7,-13.4,-206.1,-20.6,8.1,-26.8,-288.7,-13.4,-206.1,-20.6,8.1,-26.8,52.1,82.2,398.7,1.4,9.6,6.1,52.1,82.2,398.7,1.4,9.6,6.1,-136.7,62.3,-206.3,1
-37.3,11.9,-13.6,-136.7,62.3,-206.3,-37.3,11.9,-13.6,-83.3,-245.7,221.4,4.6,8.3,-4.8,-83.3,-245.7,221.4,4.6,8.3,-4.8,13.2,276.7,-79.3,-15.1,13.1,3.4,13.2,276.7,-79.3,-15.1,13.1,3.4,-96.3,-197.1,-103.5,-10.7,8.0,-28.8,-96.3,-197.1,-103.5,-10.7,8.0,-28.8,-57.6,192.2,366.2,1.3,10.2,8.1,-57.6,192.2,366.2,1.3,10.2,8.1,-145.9,68.6,-245.2,1
-32.2,9.9,-18.1,-145.9,68.6,-245.2,-32.2,9.9,-18.1,-47.7,-197.9,303.2,2.4,8.1,-1.1,-47.7,-197.9,303.2,2.4,8.1,-1.1,-70.7,189.2,-123.9,-18.9,-2.9,-15.2,-70.7,189.2,-123.9,-18.9,-2.9,-15.2,-67.0,-32.0,371.1,2.4,2.0,-5.8,-67.0,-32.0,371.1,2.4,2.0,-5.8,37.3,115.2,-330.2,-20.1,-5.0,-2.5,37.3,115.2,-330.2,-20.1,-5.0,-2.5,-121.0,105.0,131.7,1
21.8,-15.1,-4.5,-121.0,105.0,131.7,21.8,-15.1,-4.5,332.4,-31.9,-72.0,-5.2,2.3,-3.7,332.4,-31.9,-72.0,-5.2,2.3,-3.7,-74.5,170.3,-46.0,-2.8,-37.4,13.1,-74.5,170.3,-46.0,-2.8,-37.4,13.1,124.7,11.6,393.6,1.4,4.9,-4.7,124.7,11.6,393.6,1.4,4.9,-4.7,-32.2,112.2,-303.0,-19.7,-5.0,4.8,-32.2,112.2,-303.0,-19.7,-5.0,4.8,-93.3,145.5,155.2,1
19.4,-16.5,-3.4,-93.3,145.5,155.2,19.4,-16.5,-3.4,314.4,-97.0,10.7,-3.5,1.6,-2.9,314.4,-97.0,10.7,-3.5,1.6,-2.9,-20.8,183.3,-65.1,-7.9,-42.7,12.6,-20.8,183.3,-65.1,-7.9,-42.7,12.6,100.6,35.3,417.5,1.0,1.9,-5.8,100.6,35.3,417.5,1.0,1.9,-5.8,0.1,77.6,-329.3,-21.1,-11.6,0.0,0.1,77.6,-329.3,-21.1,-11.6,0.0,-116.0,139.9,185.2,1
15.4,-10.0,-10.7,-116.0,139.9,185.2,15.4,-10.0,-10.7,318.0,-2.8,-199.4,-9.1,-0.2,-3.6,318.0,-2.8,-199.4,-9.1,-0.2,-3.6,-75.7,199.8,10.4,7.1,-38.7,2.1,-75.7,199.8,10.4,7.1,-38.7,2.1,255.9,-67.9,249.3,-2.0,3.5,-3.7,255.9,-67.9,249.3,-2.0,3.5,-3.7,-96.0,143.1,-232.2,-6.4,-29.7,-24.5,-96.0,143.1,-232.2,-6.4,-29.7,-24.5,60.1,115.4,39.6,1
-1.7,7.2,1.9,60.1,115.4,39.6,-1.7,7.2,1.9,-108.9,-131.1,-242.9,-13.2,6.5,-30.5,-108.9,-131.1,-242.9,-13.2,6.5,-30.5,-25.2,-4.7,246.8,2.9,14.8,1.2,-25.2,-4.7,246.8,2.9,14.8,1.2,-72.7,54.4,-300.6,-15.4,8.5,-10.2,-72.7,54.4,-300.6,-15.4,8.5,-10.2,-198.8,-175.8,142.5,16.1,13.6,-30.4,-198.8,-175.8,142.5,16.1,13.6,-30.4,-10.2,321.1,100.7,1
-8.3,4.5,3.4,-10.2,321.1,100.7,-8.3,4.5,3.4,-190.6,-171.5,-117.0,-11.6,8.6,-37.6,-190.6,-171.5,-117.0,-11.6,8.6,-37.6,79.3,25.4,327.0,-0.3,10.6,5.2,79.3,25.4,327.0,-0.3,10.6,5.2,-190.2,105.4,-348.4,-14.9,9.8,-13.5,-190.2,105.4,-348.4,-14.9,9.8,-13.5,-138.2,-98.1,149.6,15.1,11.5,-27.2,-138.2,-98.1,149.6,15.1,11.5,-27.2,41.7,322.4,-30.6,1
-9.6,5.0,3.4,41.7,322.4,-30.6,-9.6,5.0,3.4,-186.2,-158.6,-45.4,1.3,8.6,-42.0,-186.2,-158.6,-45.4,1.3,8.6,-42.0,134.3,123.3,240.0,-3.8,8.2,5.8,134.3,123.3,240.0,-3.8,8.2,5.8,-152.8,-146.8,-246.9,-16.7,8.4,-21.4,-152.8,-146.8,-246.9,-16.7,8.4,-21.4,-32.7,-60.9,301.7,12.1,19.4,-7.1,-32.7,-60.9,301.7,12.1,19.4,-7.1,-34.2,331.0,-160.4,1
-8.6,4.8,-1.4,-34.2,331.0,-160.4,-8.6,4.8,-1.4,-263.7,-26.1,52.2,10.3,-1.3,-47.9,-263.7,-26.1,52.2,10.3,-1.3,-47.9,129.3,229.6,409.9,-3.3,6.4,-0.7,129.3,229.6,409.9,-3.3,6.4,-0.7,-205.0,-14.5,-178.0,-20.5,-18.2,-20.5,-205.0,-14.5,-178.0,-20.5,-18.2,-20.5,-51.5,-28.2,323.0,3.8,6.2,-12.6,-51.5,-28.2,323.0,3.8,6.2,-12.6,91.9,204.1,-277.2,1
-11.5,1.6,-4.9,91.9,204.1,-277.2,-11.5,1.6,-4.9,-201.9,33.7,93.9,11.5,-22.3,-30.7,-201.9,33.7,93.9,11.5,-22.3,-30.7,214.3,175.4,254.8,-3.6,7.8,-1.5,214.3,175.4,254.8,-3.6,7.8,-1.5,-203.0,35.5,-213.0,-24.5,-21.9,-23.1,-203.0,35.5,-213.0,-24.5,-21.9,-23.1,-65.6,-69.8,355.6,7.2,8.2,-15.7,-65.6,-69.8,355.6,7.2,8.2,-15.7,143.5,220.5,-268.7,1
-12.2,2.6,-5.8,143.5,220.5,-268.7,-12.2,2.6,-5.8,-225.4,97.6,45.9,-5.7,-35.1,-26.0,-225.4,97.6,45.9,-5.7,-35.1,-26.0,151.5,-42.0,369.5,-2.1,7.6,-3.2,151.5,-42.0,369.5,-2.1,7.6,-3.2,-84.6,126.8,-234.4,-24.1,-6.4,-11.9,-84.6,126.8,-234.4,-24.1,-6.4,-11.9,-181.6,-47.1,198.5,17.5,7.9,-17.2,-181.6,-47.1,198.5,17.5,7.9,-17.2,305.4,169.6,-21.3,1
-6.9,4.7,-3.4,305.4,169.6,-21.3,-6.9,4.7,-3.4,-196.6,113.6,-93.9,-4.0,-33.6,-26.1,-196.6,113.6,-93.9,-4.0,-33.6,-26.1,75.5,6.8,373.8,-1.3,8.3,-3.1,75.5,6.8,373.8,-1.3,8.3,-3.1,-89.8,121.0,-317.0,-24.2,-10.3,-10.7,-89.8,121.0,-317.0,-24.2,-10.3,-10.7,-156.2,5.2,247.4,15.8,0.8,-21.8,-156.2,5.2,247.4,15.8,0.8,-21.8,252.7,209.1,-129.5,1
-10.6,3.5,-4.0,252.7,209.1,-129.5,-10.6,3.5,-4.0,-240.3,71.1,6.6,5.0,-29.0,-30.4,-240.3,71.1,6.6,5.0,-29.0,-30.4,189.0,-4.3,326.8,-3.5,7.2,-4.4,189.0,-4.3,326.8,-3.5,7.2,-4.4,-140.2,87.1,-307.4,-20.0,-11.5,-12.3,-140.2,87.1,-307.4,-20.0,-11.5,-12.3,-124.3,111.9,350.4,4.6,-9.2,-8.6,-124.3,111.9,350.4,4.6,-9.2,-8.6,200.2,16.6,-239.6,1
-14.2,-3.0,-1.4,200.2,16.6,-239.6,-14.2,-3.0,-1.4,-120.2,136.0,149.9,16.6,-27.4,-6.1,-120.2,136.0,149.9,16.6,-27.4,-6.1,316.9,-107.1,21.0,-4.7,0.1,-4.3,316.9,-107.1,21.0,-4.7,0.1,-4.3,-24.7,196.1,-45.4,-7.2,-38.3,9.9,-24.7,196.1,-45.4,-7.2,-38.3,9.9,83.5,22.0,387.7,3.4,1.3,-7.2,83.5,22.0,387.7,3.4,1.3,-7.2,125.2,82.5,-349.2,1
-17.7,-7.8,-2.2,125.2,82.5,-349.2,-17.7,-7.8,-2.2,-137.1,175.1,169.1,20.6,-20.3,-10.0,-137.1,175.1,169.1,20.6,-20.3,-10.0,294.1,-72.5,-65.8,-4.7,2.6,-3.7,294.1,-72.5,-65.8,-4.7,2.6,-3.7,-103.0,171.1,-91.3,-4.0,-40.7,0.3,-103.0,171.1,-91.3,-4.0,-40.7,0.3,84.7,1.1,398.3,-1.1,1.9,-7.6,84.7,1.1,398.3,-1.1,1.9,-7.6,39.5,136.4,-369.7,1
-17.4,-6.7,-3.4,39.5,136.4,-369.7,-17.4,-6.7,-3.4,-166.1,119.5,191.4,17.0,-24.7,-14.5,-166.1,119.5,191.4,17.0,-24.7,-14.5,346.2,-41.1,-25.7,-4.2,5.1,-2.4,346.2,-41.1,-25.7,-4.2,5.1,-2.4,-123.0,194.8,-107.8,-12.9,-41.1,-6.8,-123.0,194.8,-107.8,-12.9,-41.1,-6.8,68.4,42.8,449.2,-0.9,4.4,-6.6,68.4,42.8,449.2,-0.9,4.4,-6.6,10.1,118.6,-455.9,1
-4.9,-7.9,-18.6,10.1,118.6,-455.9,-4.9,-7.9,-18.6,105.8,-42.4,125.6,14.1,24.5,1.8,105.8,-42.4,125.6,14.1,24.5,1.8,-128.1,43.1,-368.3,-1.2,2.6,-9.7,-128.1,43.1,-368.3,-1.2,2.6,-9.7,-40.9,-25.9,170.0,37.3,22.6,3.0,-40.9,-25.9,170.0,37.3,22.6,3.0,-17.7,301.0,-218.1,-7.2,3.1,-3.1,-17.7,301.0,-218.1,-7.2,3.1,-3.1,-33.6,-256.6,126.5,1
20.9,8.3,-21.4,-33.6,-256.6,126.5,20.9,8.3,-21.4,80.9,189.4,138.3,-1.7,21.3,11.1,80.9,189.4,138.3,-1.7,21.3,11.1,-182.4,-103.0,-182.7,-1.7,1.4,-11.1,-182.4,-103.0,-182.7,-1.7,1.4,-11.1,-27.1,59.3,209.1,31.9,22.1,4.0,-27.1,59.3,209.1,31.9,22.1,4.0,-70.2,254.5,-222.6,-6.0,2.2,-4.8,-70.2,254.5,-222.6,-6.0,2.2,-4.8,-153.0,-103.1,221.8,1
30.6,11.2,-22.4,-153.0,-103.1,221.8,30.6,11.2,-22.4,145.9,293.7,-26.8,-7.1,7.8,-6.2,145.9,293.7,-26.8,-7.1,7.8,-6.2,-366.9,-96.9,30.6,5.1,-2.1,-17.3,-366.9,-96.9,30.6,5.1,-2.1,-17.3,114.3,158.1,220.1,14.8,28.4,4.0,114.3,158.1,220.1,14.8,28.4,4.0,-137.1,37.6,-339.3,-5.2,-1.0,-7.0,-137.1,37.6,-339.3,-5.2,-1.0,-7.0,-113.2,-7.1,214.6,1
39.0,17.1,-7.2,-113.2,-7.1,214.6,39.0,17.1,-7.2,122.1,308.5,-139.6,-5.4,4.9,-4.4,122.1,308.5,-139.6,-5.4,4.9,-4.4,-296.4,-135.5,82.9,-12.6,-0.4,-20.9,-296.4,-135.5,82.9,-12.6,-0.4,-20.9,-367.9,16.9,116.9,2.0,9.7,-6.3,-367.9,16.9,116.9,2.0,9.7,-6.3,60.0,234.5,-23.6,-15.1,12.1,3.8,60.0,234.5,-23.6,-15.1,12.1,3.8,-219.4,-114.2,-99.2,1
-14.0,4.5,-25.4,-219.4,-114.2,-99.2,-14.0,4.5,-25.4,73.3,135.9,364.0,-0.5,11.0,5.7,73.3,135.9,364.0,-0.5,11.0,5.7,-172.2,53.3,-227.9,-32.2,11.6,-22.8,-172.2,53.3,-227.9,-32.2,11.6,-22.8,-39.5,-112.1,285.7,3.4,7.1,-2.1,-39.5,-112.1,285.7,3.4,7.1,-2.1,-103.9,234.5,-118.9,-21.9,11.3,0.9,-103.9,234.5,-118.9,-21.9,11.3,0.9,-139.0,-197.7,18.5,1
-2.7,7.8,-21.0,-139.0,-197.7,18.5,-2.7,7.8,-21.0,93.2,230.0,218.7,-7.1,10.4,7.1,93.2,230.0,218.7,-7.1,10.4,7.1,-219.3,-4.4,-210.2,-31.4,6.2,-26.4,-219.3,-4.4,-210.2,-31.4,6.2,-26.4,26.9,-91.8,333.6,1.9,8.2,2.3,26.9,-91.8,333.6,1.9,8.2,2.3,-134.9,147.6,-173.0,-27.8,7.3,-6.6,-134.9,147.6,-173.0,-27.8,7.3,-6.6,-100.5,-210.3,129.9,1
3.3,10.5,-12.9,-100.5,-210.3,129.9,3.3,10.5,-12.9,17.4,276.9,-4.0,-13.0,9.5,3.5,17.4,276.9,-4.0,-13.0,9.5,3.5,-160.1,-146.6,-136.3,-12.6,5.4,-31.5,-160.1,-146.6,-136.3,-12.6,5.4,-31.5,66.6,113.9,332.3,3.2,11.0,-0.4,66.6,113.9,332.3,3.2,11.0,-0.4,-113.6,205.7,-216.8,-19.7,1.9,-16.0,-113.6,205.7,-216.8,-19.7,1.9,-16.0,-119.2,-71.1,455.3,1
2.5,4.8,-10.2,-119.2,-71.1,455.3,2.5,4.8,-10.2,160.5,148.0,-205.0,-11.8,-1.5,-3.4,160.5,148.0,-205.0,-11.8,-1.5,-3.4,-188.2,72.7,105.5,12.5,-19.2,-23.5,-188.2,72.7,105.5,12.5,-19.2,-23.5,296.8,81.4,43.1,-5.4,5.8,-0.4,296.8,81.4,43.1,-5.4,5.8,-0.4,-191.9,137.6,-188.2,-11.0,-31.3,-22.4,-191.9,137.6,-188.2,-11.0,-31.3,-22.4,157.8,-52.1,311.2,1
-0.6,7.7,-2.5,157.8,-52.1,311.2,-0.6,7.7,-2.5,-83.1,187.3,-267.7,-23.5,-12.0,-12.9,-83.1,187.3,-267.7,-23.5,-12.0,-12.9,-136.0,-19.7,261.1,13.0,1.4,-19.5,-136.0,-19.7,261.1,13.0,1.4,-19.5,250.0,198.3,-169.0,-9.8,3.7,-4.0,250.0,198.3,-169.0,-9.8,3.7,-4.0,-219.3,110.4,25.5,1.6,-30.4,-30.7,-219.3,110.4,25.5,1.6,-30.4,-30.7,273.8,-14.9,308.9,1
-3.0,6.4,-3.5,273.8,-14.9,308.9,-3.0,6.4,-3.5,-191.4,123.6,-297.4,-23.9,-16.5,-12.5,-191.4,123.6,-297.4,-23.9,-16.5,-12.5,-106.2,-121.7,270.8,12.1,2.0,-15.5,-106.2,-121.7,270.8,12.1,2.0,-15.5,211.4,214.0,-123.7,-10.4,0.6,-3.0,211.4,214.0,-123.7,-10.4,0.6,-3.0,-207.9,98.0,-5.1,1.9,-28.5,-19.9,-207.9,98.0,-5.1,1.9,-28.5,-19.9,219.2,21.4,269.9,1
-1.8,6.1,-2.2,219.2,21.4,269.9,-1.8,6.1,-2.2,-152.8,122.5,-246.1,-26.7,-18.6,-12.9,-152.8,122.5,-246.1,-26.7,-18.6,-12.9,-132.9,-35.3,309.8,12.3,2.9,-13.7,-132.9,-35.3,309.8,12.3,2.9,-13.7,222.2,173.5,-216.8,-10.3,1.8,-1.9,222.2,173.5,-216.8,-10.3,1.8,-1.9,-226.8,59.6,-4.7,7.5,-26.8,-27.2,-226.8,59.6,-4.7,7.5,-26.8,-27.2,268.2,116.7,250.4,1
-1.1,7.4,-0.8,268.2,116.7,250.4,-1.1,7.4,-0.8,-161.6,105.2,-208.9,-19.5,-26.6,-17.2,-161.6,105.2,-208.9,-19.5,-26.6,-17.2,-85.6,-30.2,304.6,1.8,4.0,-10.7,-85.6,-30.2,304.6,1.8,4.0,-10.7,156.1,206.6,-246.4,-12.0,0.5,-4.5,156.1,206.6,-246.4,-12.0,0.5,-4.5,-200.2,77.4,65.4,6.6,-30.7,-22.0,-200.2,77.4,65.4,6.6,-30.7,-22.0,286.8,24.3,250.5,1
-1.4,7.2,-2.9,286.8,24.3,250.5,-1.4,7.2,-2.9,-156.3,102.2,-237.7,-24.1,-23.7,-11.6,-156.3,102.2,-237.7,-24.1,-23.7,-11.6,-117.9,-37.8,242.3,13.9,-0.3,-17.8,-117.9,-37.8,242.3,13.9,-0.3,-17.8,226.4,148.5,-222.4,-9.3,1.0,-5.3,226.4,148.5,-222.4,-9.3,1.0,-5.3,-201.0,97.3,29.5,1.3,-37.7,-20.3,-201.0,97.3,29.5,1.3,-37.7,-20.3,243.8,0.2,267.6,1
-0.9,7.8,-1.1,243.8,0.2,267.6,-0.9,7.8,-1.1,-136.4,108.9,-289.4,-26.9,-22.4,-12.6,-136.4,108.9,-289.4,-26.9,-22.4,-12.6,-119.8,11.1,342.3,10.1,1.6,-14.5,-119.8,11.1,342.3,10.1,1.6,-14.5,211.0,179.8,-237.3,-11.3,-2.1,-4.9,211.0,179.8,-237.3,-11.3,-2.1,-4.9,-213.7,104.3,99.5,2.6,-33.4,-22.3,-213.7,104.3,99.5,2.6,-33.4,-22.3,296.5,-8.4,225.2,1
-2.2,7.5,-2.7,296.5,-8.4,225.2,-2.2,7.5,-2.7,-172.4,144.8,-208.5,-16.1,-28.1,-20.6,-172.4,144.8,-208.5,-16.1,-28.1,-20.6,-24.6,-16.9,287.1,7.2,6.4,-10.8,-24.6,-16.9,287.1,7.2,6.4,-10.8,143.8,185.9,-263.4,-10.6,-2.2,-4.5,143.8,185.9,-263.4,-10.6,-2.2,-4.5,-212.9,104.9,87.7,7.5,-33.0,-20.6,-212.9,104.9,87.7,7.5,-33.0,-20.6,295.8,97.1,203.7,1
0.4,8.1,-3.8,295.8,97.1,203.7,0.4,8.1,-3.8,-104.4,109.3,-311.2,-18.2,-11.0,-9.9,-104.4,109.3,-311.2,-18.2,-11.0,-9.9,-189.3,111.1,202.7,18.0,-14.4,-21.0,-189.3,111.1,202.7,18.0,-14.4,-21.0,341.1,41.7,-1.9,-3.6,7.0,-4.0,341.1,41.7,-1.9,-3.6,7.0,-4.0,-168.2,140.6,-157.1,-18.0,-36.1,-18.1,-168.2,140.6,-157.1,-18.0,-36.1,-18.1,13.4,-16.4,344.0,1
1.3,5.2,-9.6,13.4,-16.4,344.0,1.3,5.2,-9.6,125.0,186.7,-311.6,-12.6,-2.8,-5.3,125.0,186.7,-311.6,-12.6,-2.8,-5.3,-203.7,112.2,135.1,8.2,-31.7,-19.8,-203.7,112.2,135.1,8.2,-31.7,-19.8,387.3,89.5,184.5,-1.5,7.4,-4.3,387.3,89.5,184.5,-1.5,7.4,-4.3,-177.9,128.2,-199.0,-20.7,-23.9,-12.7,-177.9,128.2,-199.0,-20.7,-23.9,-12.7,-30.7,-25.6,271.4,1
12.2,0.1,-16.1,-30.7,-25.6,271.4,12.2,0.1,-16.1,222.3,150.3,-193.1,-7.6,2.9,-5.8,222.3,150.3,-193.1,-7.6,2.9,-5.8,-211.5,98.2,-2.9,2.0,-31.5,-23.4,-211.5,98.2,-2.9,2.0,-31.5,-23.4,162.6,34.9,293.4,-0.6,10.4,-0.1,162.6,34.9,293.4,-0.6,10.4,-0.1,-115.3,406.0,-342.7,-25.8,9.5,-5.2,-115.3,406.0,-342.7,-25.8,9.5,-5.2,-244.3,-109.7,-19.4,1
3.2,10.2,-11.3,-244.3,-109.7,-19.4,3.2,10.2,-11.3,83.1,249.3,111.5,-7.5,12.3,7.9,83.1,249.3,111.5,-7.5,12.3,7.9,-208.8,28.4,-193.6,-28.8,5.0,-27.8,-208.8,28.4,-193.6,-28.8,5.0,-27.8,28.3,-2.7,367.7,4.0,10.9,3.9,28.3,-2.7,367.7,4.0,10.9,3.9,-133.9,145.3,-198.6,-29.4,15.2,-9.1,-133.9,145.3,-198.6,-29.4,15.2,-9.1,-129.2,-184.4,84.4,1
