acc1-1,acc1-2,acc1-3,gyro1-1,gyro1-2,gyro1-3,acc2-1,acc2-2,acc2-3,gyro2-1,gyro2-2,gyro2-3,acc3-1,acc3-2,acc3-3,gyro3-1,gyro3-2,gyro3-3,acc4-1,acc4-2,acc4-3,gyro4-1,gyro4-2,gyro4-3,acc5-1,acc5-2,acc5-3,gyro5-1,gyro5-2,gyro5-3,acc6-1,acc6-2,acc6-3,gyro6-1,gyro6-2,gyro6-3,acc7-1,acc7-2,acc7-3,gyro7-1,gyro7-2,gyro7-3,acc8-1,acc8-2,acc8-3,gyro8-1,gyro8-2,gyro8-3,acc9-1,acc9-2,acc9-3,gyro9-1,gyro9-2,gyro9-3,acc10-1,acc10-2,acc10-3,gyro10-1,gyro10-2,gyro10-3,label
-1.1,-1.0,3.2,66.5,107.9,-66.0,3.8,8.2,-22.9,66.5,107.9,-66.0,3.8,8.2,-22.9,-73.6,210.9,79.3,2.5,7.7,-2.3,-73.6,210.9,79.3,2.5,7.7,-2.3,-55.9,-339.7,-79.7,11.3,7.9,0.1,-55.9,-339.7,-79.7,11.3,7.9,0.1,6.5,222.4,182.8,11.3,7.9,0.1,60.3,15.4,-302.5,17.7,14.8,-11.9,60.3,15.4,-302.5,-1.1,2.5,0.5,60.3,15.4,-302.5,0
0.0,0.0,-3.1,-6.0,67.1,-24.5,5.3,-1.0,-16.7,-6.0,67.1,-24.5,5.3,-1.0,-16.7,7.2,-79.6,42.9,0.0,1.3,-3.5,7.2,-79.6,42.9,0.0,1.3,-3.5,-9.3,41.6,-34.5,4.7,-1.6,-19.3,-9.3,41.6,-34.5,4.7,-1.6,-19.3,-13.2,-65.6,77.2,-1.0,2.5,0.0,-13.2,-65.6,77.2,-1.0,2.5,0.0,-1.1,-12.3,-38.8,4.4,-2.2,-19.8,-1.1,-12.3,-38.8,0
6.6,-14.6,-16.5,-124.1,-136.2,-57.2,6.6,-14.6,-16.5,-138.3,-3.6,164.8,3.9,2.1,-0.2,-138.3,-3.6,164.8,3.9,2.1,-0.2,114.8,-32.8,-163.8,-6.7,-25.9,-11.5,114.8,-32.8,-163.8,-6.7,-25.9,-11.5,19.0,87.6,261.5,-4.1,2.3,1.3,19.0,87.6,261.5,-4.1,2.3,1.3,-231.0,8.8,-222.6,7.6,-3.7,-5.5,-231.0,8.8,-222.6,7.6,-3.7,-5.5,93.2,-82.0,106.9,0
9.8,-2.5,-0.1,-13.6,99.7,-2.1,0.0,-0.1,-0.1,-13.6,99.7,-2.1,0.0,-0.1,-0.1,0.0,1.9,57.2,20.3,-0.1,-2.4,0.0,1.9,57.2,20.3,-0.1,-2.4,-16.9,48.7,4.7,-5.3,2.4,-0.1,-16.9,48.7,4.7,-5.3,2.4,-0.1,-1.0,-54.3,3.2,21.2,-0.1,-11.2,-1.0,-54.3,3.2,21.2,-0.1,-11.2,-26.5,18.6,14.1,-3.9,2.4,5.0,-26.5,18.6,14.1,0
-0.6,9.2,-10.2,-31.3,-22.9,342.1,-0.6,9.2,-10.2,98.2,415.7,-305.1,-16.1,1.8,-9.6,98.2,415.7,-305.1,-16.1,1.8,-9.6,-260.0,58.4,50.7,14.9,-24.2,-31.7,-260.0,58.4,50.7,14.9,-24.2,-31.7,295.7,137.9,231.4,-2.7,10.4,0.6,295.7,137.9,231.4,-2.7,10.4,0.6,-230.7,59.1,-252.6,-25.1,-12.0,-16.8,-230.7,59.1,-252.6,-25.1,-12.0,-16.8,-106.8,-24.1,280.1,1
2.1,0.3,5.7,86.1,158.9,26.3,2.1,0.3,5.7,2.9,270.4,-15.5,2.9,9.8,-28.5,2.9,270.4,-15.5,-1.9,3.2,3.5,2.9,270.4,-15.5,-1.9,3.2,3.5,-3.0,-259.6,-90.3,13.5,7.8,1.5,-3.0,-259.6,-90.3,13.5,7.8,1.5,-31.9,245.9,232.9,14.0,14.9,-19.4,-31.9,245.9,232.9,14.0,14.9,-19.4,95.0,57.6,-393.6,-2.1,1.3,4.5,95.0,57.6,-393.6,0
5.6,5.6,-27.5,-100.6,206.3,53.8,-2.8,1.5,0.8,-100.6,206.3,53.8,-2.8,1.5,0.8,41.3,-268.6,-47.6,13.8,5.4,-1.9,41.3,-268.6,-47.6,13.8,5.4,-1.9,-22.1,204.4,216.9,10.6,10.6,-5.0,-22.1,204.4,216.9,10.6,10.6,-5.0,-11.9,-117.3,-322.2,-1.0,2.1,0.1,-11.9,-117.3,-322.2,-1.0,2.1,0.1,-39.0,0.2,156.0,24.3,1.3,-14.6,-39.0,0.2,156.0,0
-5.7,-3.9,2.7,-10.0,-79.9,-122.2,4.1,-6.2,-0.6,-10.0,-79.9,-122.2,0.0,-0.9,-11.6,-10.0,-79.9,-122.2,0.0,-0.9,-11.6,-173.5,140.2,-31.6,-10.1,0.9,-7.6,-173.5,140.2,-31.6,-10.1,0.9,-7.6,-30.2,1.2,126.3,-2.3,-6.3,0.4,-30.2,1.2,126.3,-2.3,-6.3,0.4,0.4,-122.6,49.5,2.9,-5.1,-7.8,0.4,-122.6,49.5,2.9,-5.1,-7.8,-128.6,18.5,-172.6,1
2.4,-7.1,1.1,-97.6,174.2,-50.6,-3.3,1.0,-13.0,-97.6,174.2,-50.6,-10.6,3.1,-3.5,-97.6,174.2,-50.6,-10.6,3.1,-3.5,-137.9,36.7,204.7,-5.1,-4.8,5.7,-137.9,36.7,204.7,-5.1,-4.8,5.7,-113.2,-103.9,-43.5,-0.6,-4.7,0.9,-113.2,-103.9,-43.5,-0.6,-4.7,0.9,-105.9,162.0,-159.8,-9.4,2.2,-7.2,-105.9,162.0,-159.8,-9.4,2.2,-7.2,-49.2,145.2,128.0,1
-1.8,1.3,-1.6,-19.3,-29.4,61.4,-1.8,1.3,-1.6,-35.1,46.8,-28.4,6.6,3.3,-16.0,-35.1,46.8,-28.4,6.6,3.3,-16.0,-26.4,-36.9,59.4,-2.6,2.7,-1.6,-26.4,-36.9,59.4,-2.6,2.7,-1.6,-33.5,30.6,-48.4,6.6,2.7,-16.5,-33.5,30.6,-48.4,6.6,2.7,-16.5,-34.9,-39.6,69.0,0.0,2.3,-0.5,-34.9,-39.6,69.0,0.0,2.3,-0.5,-7.2,49.3,-49.6,1
-2.2,7.5,-2.7,296.5,-8.4,225.2,-2.2,7.5,-2.7,-172.4,144.8,-208.5,-16.1,-28.1,-20.6,-172.4,144.8,-208.5,-16.1,-28.1,-20.6,-24.6,-16.9,287.1,7.2,6.4,-10.8,-24.6,-16.9,287.1,7.2,6.4,-10.8,143.8,185.9,-263.4,-10.6,-2.2,-4.5,143.8,185.9,-263.4,-10.6,-2.2,-4.5,-212.9,104.9,87.7,7.5,-33.0,-20.6,-212.9,104.9,87.7,7.5,-33.0,-20.6,295.8,97.1,203.7,1
5.7,0.1,16.7,65.8,-121.9,-11.9,5.7,0.1,16.7,-61.4,-79.2,-24.0,-1.7,3.2,1.8,-61.4,-79.2,-24.0,-1.7,3.2,1.8,57.6,-40.4,36.7,6.8,-1.8,18.2,57.6,-40.4,36.7,6.8,-1.8,18.2,-79.1,-30.7,-30.6,-1.8,3.4,0.1,-79.1,-30.7,-30.6,-1.8,3.4,0.1,57.4,52.8,85.9,4.5,0.1,16.5,57.4,52.8,85.9,4.5,0.1,16.5,-96.5,-56.3,-18.0,1
1.2,0.0,10.2,0.4,50.8,-39.8,2.2,2.2,9.8,0.4,50.8,-39.8,2.2,2.2,9.8,-92.0,-582.8,-56.4,0.0,4.2,6.4,-92.0,-582.8,-56.4,0.0,4.2,6.4,-8.5,-55.0,24.8,0.0,4.2,6.4,-8.5,-55.0,24.8,0.0,2.0,9.8,-8.5,-55.0,24.8,0.0,2.0,9.8,-12.7,-46.7,-24.0,2.4,1.1,11.0,-12.7,-46.7,-24.0,2.4,1.1,11.0,-53.5,-261.6,-27.2,1
-1.3,2.9,1.5,-77.4,34.0,-21.1,-6.6,9.8,-7.2,-77.4,34.0,-21.1,-6.6,9.8,-7.2,-95.6,-23.8,37.0,2.0,4.1,1.7,-95.6,-23.8,37.0,2.0,4.1,1.7,42.6,46.6,-53.5,-4.6,14.3,-9.8,42.6,46.6,-53.5,-4.6,14.3,-9.8,-58.9,-44.8,46.0,1.2,2.5,2.7,-58.9,-44.8,46.0,1.2,2.5,2.7,-39.8,51.1,-56.0,0.0,2.9,-19.5,-39.8,51.1,-56.0,1
3.4,5.2,0.0,87.7,-7.6,-129.8,-2.6,2.1,-0.2,87.7,-7.6,-129.8,-2.6,2.1,-0.2,-79.0,48.6,9.7,3.4,10.5,-7.3,-79.0,48.6,9.7,3.4,10.5,-7.3,147.8,3.4,25.2,-6.3,3.0,-3.6,147.8,3.4,25.2,-6.3,3.0,-3.6,-101.7,21.6,26.1,2.8,8.7,-4.2,-101.7,21.6,26.1,2.8,8.7,-4.2,193.5,-5.2,-48.7,-9.8,3.8,-6.7,193.5,-5.2,-48.7,1
-7.2,15.1,-7.9,-3.8,205.3,393.7,-7.2,15.1,-7.9,-243.4,-123.2,-455.5,9.0,9.2,-10.6,-243.4,-123.2,-455.5,9.0,9.2,-10.6,187.9,19.9,53.7,-16.3,-27.4,-42.7,187.9,19.9,53.7,-16.3,-27.4,-42.7,151.0,-2.0,341.9,-10.9,18.0,-13.7,151.0,-2.0,341.9,-10.9,18.0,-13.7,-14.9,-485.5,-537.4,2.6,19.4,-4.4,-14.9,-485.5,-537.4,2.6,19.4,-4.4,233.2,67.8,-226.7,0
-23.0,9.4,-15.3,-36.1,232.3,-106.1,-23.0,9.4,-15.3,-119.4,-70.3,217.9,1.4,4.1,2.2,-119.4,-70.3,217.9,1.4,4.1,2.2,-122.6,177.6,-189.2,-22.3,9.6,-19.4,-122.6,177.6,-189.2,-22.3,9.6,-19.4,-10.6,-103.2,240.0,2.1,4.4,1.9,-10.6,-103.2,240.0,2.1,4.4,1.9,-79.4,132.0,-236.6,-15.0,6.3,-21.4,-79.4,132.0,-236.6,-15.0,6.3,-21.4,-56.2,-4.0,296.5,1
1.3,-4.1,-6.8,-106.4,-211.6,-49.3,1.3,-4.1,-6.8,-121.3,102.8,-117.4,-6.4,2.3,-6.8,-121.3,102.8,-117.4,-6.4,2.3,-6.8,-78.4,148.4,91.8,-11.6,0.5,-5.2,-78.4,148.4,91.8,-11.6,0.5,-5.2,-36.1,-103.2,93.4,-11.6,0.5,-5.2,-19.6,-125.2,-79.2,2.9,-7.8,-2.1,-19.6,-125.2,-79.2,-3.0,-2.0,-9.0,-19.6,-125.2,-79.2,-3.0,-2.0,-9.0,-76.2,117.5,-47.3,1
2.0,4.7,-40.5,233.2,67.8,-226.7,2.0,4.7,-40.5,-228.7,167.4,260.5,-7.2,27.2,-24.7,-228.7,167.4,260.5,-7.2,27.2,-24.7,16.3,-593.9,24.6,-0.4,16.1,14.2,16.3,-593.9,24.6,-0.4,16.1,14.2,106.2,222.5,-262.1,-2.1,3.7,-29.1,106.2,222.5,-262.1,-2.1,3.7,-29.1,1.6,17.1,343.9,-2.8,31.4,-17.7,1.6,17.1,343.9,-2.8,31.4,-17.7,124.8,-124.0,235.4,0
-17.4,-6.7,-3.4,39.5,136.4,-369.7,-17.4,-6.7,-3.4,-166.1,119.5,191.4,17.0,-24.7,-14.5,-166.1,119.5,191.4,17.0,-24.7,-14.5,346.2,-41.1,-25.7,-4.2,5.1,-2.4,346.2,-41.1,-25.7,-4.2,5.1,-2.4,-123.0,194.8,-107.8,-12.9,-41.1,-6.8,-123.0,194.8,-107.8,-12.9,-41.1,-6.8,68.4,42.8,449.2,-0.9,4.4,-6.6,68.4,42.8,449.2,-0.9,4.4,-6.6,10.1,118.6,-455.9,1
1.4,-2.4,0.6,-21.1,65.0,6.3,4.7,-2.9,15.0,-21.1,65.0,6.3,4.7,-2.9,15.0,50.5,-31.1,-45.4,2.2,-2.8,5.9,50.5,-31.1,-45.4,2.2,-2.8,5.9,-104.3,572.3,174.4,4.2,-1.9,16.2,-104.3,572.3,174.4,4.2,-1.9,16.2,66.2,-6.6,-24.1,0.3,-2.2,0.3,66.2,-6.6,-24.1,0.3,-2.2,0.3,-7.5,68.5,14.1,17.8,-0.1,4.5,-7.5,68.5,14.1,0
6.6,0.0,0.0,16.2,31.8,169.7,6.6,0.0,0.0,21.0,65.5,-48.3,3.5,-0.1,0.0,21.0,65.5,-48.3,3.5,-0.1,0.0,-5.7,21.7,105.7,17.7,-1.1,4.8,-5.7,21.7,105.7,17.7,-1.1,4.8,36.2,50.1,-98.9,15.7,0.0,9.8,36.2,50.1,-98.9,15.7,0.0,9.8,56.8,152.8,293.6,5.7,-2.9,0.0,56.8,152.8,293.6,5.7,-2.9,0.0,-52.8,76.0,-50.7,0
4.1,13.6,9.8,-56.5,96.7,41.9,0.0,2.2,-2.2,-56.5,96.7,41.9,0.0,2.2,-2.2,-56.4,-40.7,10.9,-2.3,1.1,17.7,-56.4,-40.7,10.9,-2.3,1.1,17.7,-46.5,-58.8,-84.9,2.2,3.8,0.0,-46.5,-58.8,-84.9,2.2,3.8,0.0,-27.4,-5.5,52.0,1.5,-1.1,19.5,-27.4,-5.5,52.0,1.5,-1.1,19.5,-27.3,-45.1,-46.9,1.6,1.1,-2.3,-27.3,-45.1,-46.9,1
-13.0,-27.3,-17.9,-208.8,67.3,-183.4,-13.0,-27.3,-17.9,-57.3,41.0,324.4,-0.3,4.7,-11.4,-57.3,41.0,324.4,-0.3,4.7,-11.4,156.9,224.3,-208.1,-9.0,0.5,-1.9,156.9,224.3,-208.1,-9.0,0.5,-1.9,-194.6,53.9,79.9,12.8,-20.8,-21.8,-194.6,53.9,79.9,12.8,-20.8,-21.8,310.9,77.6,134.4,-3.0,4.0,-2.2,310.9,77.6,134.4,-3.0,4.0,-2.2,-189.6,119.2,-157.5,1
2.5,7.8,-10.7,25.8,-61.3,357.8,2.5,7.8,-10.7,220.5,176.2,-236.7,-8.6,2.7,-1.0,220.5,176.2,-236.7,-8.6,2.7,-1.0,-196.1,108.2,-129.9,7.7,-26.0,-29.1,-196.1,108.2,-129.9,7.7,-26.0,-29.1,9.1,-119.2,296.3,1.6,7.5,-5.4,9.1,-119.2,296.3,1.6,7.5,-5.4,139.8,235.7,-399.3,-8.4,-1.5,-1.9,139.8,235.7,-399.3,-8.4,-1.5,-1.9,-179.3,124.2,73.0,0
-5.8,-7.7,-2.0,-26.4,-42.2,69.0,-5.8,-7.7,-2.0,-60.8,-37.2,8.1,1.3,-6.3,-2.4,-60.8,-37.2,8.1,1.3,-6.3,-2.4,-30.2,-43.2,-79.2,1.3,-6.3,-2.4,-37.2,48.1,-75.1,-1.6,-2.0,-11.1,-37.2,48.1,-75.1,-5.9,1.8,-10.3,-37.2,48.1,-75.1,-5.9,1.8,-10.3,-67.5,120.5,73.2,-5.9,1.8,-10.3,-32.3,-30.9,119.8,-8.1,-1.2,-7.4,-32.3,-30.9,119.8,1
11.3,2.3,0.0,-47.3,29.3,-109.8,3.6,4.5,0.0,-47.3,29.3,-109.8,3.6,4.5,0.0,62.3,-44.4,200.6,9.8,4.1,0.1,62.3,-44.4,200.6,9.8,4.1,0.1,-146.9,76.6,-157.4,9.8,4.1,0.1,-146.9,76.6,-157.4,13.3,2.4,0.1,-146.9,76.6,-157.4,13.3,2.4,0.1,40.7,20.8,129.2,-3.3,7.6,-0.1,40.7,20.8,129.2,-3.3,7.6,-0.1,61.7,-124.6,77.6,0
19.1,-0.1,-0.1,-1.1,-32.1,37.2,19.1,-0.1,-0.1,4.0,12.5,-24.2,-0.1,-1.1,-0.1,4.0,12.5,-24.2,-0.1,-1.1,-0.1,-0.3,0.7,54.7,17.8,-1.4,-0.1,-0.3,0.7,54.7,17.8,-1.4,-0.1,-0.7,19.4,-5.5,-4.2,0.0,4.6,-0.7,19.4,-5.5,-4.2,0.0,4.6,108.4,6.5,12.0,2.8,2.0,-20.0,108.4,6.5,12.0,2.8,2.0,-20.0,-82.0,-7.2,-23.3,0
7.2,2.1,-9.8,9.1,203.2,141.7,-2.4,-1.6,-12.2,9.1,203.2,141.7,-2.4,-1.6,-12.2,-51.3,91.1,18.3,6.2,1.4,-3.9,-51.3,91.1,18.3,6.2,1.4,-3.9,168.8,-81.5,-13.8,-0.5,-1.6,-16.5,168.8,-81.5,-13.8,-0.5,-1.6,-16.5,-53.5,32.9,9.8,6.9,0.1,-13.0,-53.5,32.9,9.8,6.9,0.1,-13.0,29.3,-35.8,46.5,-2.4,-1.1,-9.5,29.3,-35.8,46.5,1
0.1,0.1,-2.2,15.0,-64.5,30.8,0.1,0.1,-2.2,-11.5,26.7,-8.2,9.8,-1.8,-17.5,-11.5,26.7,-8.2,9.8,-1.8,-17.5,26.9,67.7,-8.0,-0.5,-0.6,-0.1,26.9,67.7,-8.0,-0.5,-0.6,-0.1,48.5,170.1,-19.5,15.4,-4.4,1.5,48.5,170.1,-19.5,15.4,-4.4,1.5,-8.0,-28.1,373.5,10.1,0.0,0.0,-8.0,-28.1,373.5,10.1,0.0,0.0,82.6,-0.4,24.7,0
-3.1,-10.0,-10.8,-37.2,197.9,215.0,-3.1,-10.0,-10.8,-181.3,-106.7,-94.2,5.2,0.4,-1.8,-181.3,-106.7,-94.2,5.2,0.4,-1.8,83.9,-5.8,-16.5,2.6,-29.0,-9.3,83.9,-5.8,-16.5,2.6,-29.0,-9.3,173.5,-83.8,62.9,-3.2,3.4,-2.5,173.5,-83.8,62.9,-3.2,3.4,-2.5,-153.7,-6.7,-239.1,12.5,-16.1,-10.1,-153.7,-6.7,-239.1,12.5,-16.1,-10.1,50.4,-44.6,251.2,0
-37.3,11.9,-13.6,-136.7,62.3,-206.3,-37.3,11.9,-13.6,-83.3,-245.7,221.4,4.6,8.3,-4.8,-83.3,-245.7,221.4,4.6,8.3,-4.8,13.2,276.7,-79.3,-15.1,13.1,3.4,13.2,276.7,-79.3,-15.1,13.1,3.4,-96.3,-197.1,-103.5,-10.7,8.0,-28.8,-96.3,-197.1,-103.5,-10.7,8.0,-28.8,-57.6,192.2,366.2,1.3,10.2,8.1,-57.6,192.2,366.2,1.3,10.2,8.1,-145.9,68.6,-245.2,1
21.6,-8.3,-21.0,-322.1,35.5,91.8,21.6,-8.3,-21.0,246.1,217.0,130.5,-1.7,14.5,-8.9,246.1,217.0,130.5,-1.7,14.5,-8.9,-299.9,-3.3,-42.8,-7.6,-7.8,-11.3,-299.9,-3.3,-42.8,-7.6,-7.8,-11.3,48.1,146.0,117.8,20.0,18.3,-13.5,48.1,146.0,117.8,20.0,18.3,-13.5,-36.9,99.6,-238.7,-3.8,-1.2,-5.3,-36.9,99.6,-238.7,-3.8,-1.2,-5.3,-132.8,26.2,190.4,1
6.5,7.1,-1.2,-50.9,73.6,-3.2,6.5,7.1,-1.2,95.5,53.6,-178.5,-6.3,6.7,-7.2,95.5,53.6,-178.5,-6.3,6.7,-7.2,-52.4,-50.1,-0.7,4.8,5.7,-2.1,-52.4,-50.1,-0.7,4.8,5.7,-2.1,86.4,91.2,-34.6,-7.6,7.9,-9.8,86.4,91.2,-34.6,-7.6,7.9,-9.8,-51.1,-61.0,30.9,3.5,4.0,0.0,-51.1,-61.0,30.9,3.5,4.0,0.0,28.0,93.4,-50.6,1
1.0,0.6,0.1,4.0,-21.9,6.4,5.9,0.1,-14.6,4.0,-21.9,6.4,5.9,0.1,-14.6,-29.2,38.7,-19.9,-0.6,2.1,1.7,-29.2,38.7,-19.9,-0.6,2.1,1.7,18.8,-45.4,-33.5,7.4,0.1,-16.4,18.8,-45.4,-33.5,7.4,0.1,-16.4,0.2,38.5,-10.6,0.1,2.0,0.6,0.2,38.5,-10.6,0.1,2.0,0.6,12.8,-38.8,-28.8,6.2,-1.1,-18.8,12.8,-38.8,-28.8,0
