acc1-1,acc1-2,acc1-3,gyro1-1,gyro1-2,gyro1-3,acc2-1,acc2-2,acc2-3,gyro2-1,gyro2-2,gyro2-3,acc3-1,acc3-2,acc3-3,gyro3-1,gyro3-2,gyro3-3,acc4-1,acc4-2,acc4-3,gyro4-1,gyro4-2,gyro4-3,acc5-1,acc5-2,acc5-3,gyro5-1,gyro5-2,gyro5-3,acc6-1,acc6-2,acc6-3,gyro6-1,gyro6-2,gyro6-3,acc7-1,acc7-2,acc7-3,gyro7-1,gyro7-2,gyro7-3,acc8-1,acc8-2,acc8-3,gyro8-1,gyro8-2,gyro8-3,acc9-1,acc9-2,acc9-3,gyro9-1,gyro9-2,gyro9-3,acc10-1,acc10-2,acc10-3,gyro10-1,gyro10-2,gyro10-3,label
-17.3,3.1,-24.4,-217.1,-166.2,-333.2,-17.3,3.1,-24.4,-1.1,-142.4,306.7,16.9,21.0,-6.4,-1.1,-142.4,306.7,16.9,21.0,-6.4,-80.8,436.5,-235.6,-8.0,7.1,-2.8,-80.8,436.5,-235.6,-8.0,7.1,-2.8,-189.9,-123.0,100.9,17.3,0.2,-41.3,-189.9,-123.0,100.9,17.3,0.2,-41.3,159.5,270.4,292.2,-2.6,7.5,2.3,159.5,270.4,292.2,-2.6,7.5,2.3,-264.3,-40.2,-291.0,1
3.7,3.7,-0.7,-56.0,9.4,-0.7,3.7,3.7,-0.7,109.2,-1.5,-41.7,-1.6,1.3,-3.1,109.2,-1.5,-41.7,-1.6,1.3,-3.1,-30.5,56.4,-25.7,9.8,3.8,-13.4,-30.5,56.4,-25.7,9.8,3.8,-13.4,15.2,-35.4,69.6,-1.8,1.9,-1.3,15.2,-35.4,69.6,-1.8,1.9,-1.3,-36.2,45.0,-37.9,9.8,3.1,-16.2,-36.2,45.0,-37.9,9.8,3.1,-16.2,-19.3,-29.4,61.4,1
-10.6,3.5,-4.0,252.7,209.1,-129.5,-10.6,3.5,-4.0,-240.3,71.1,6.6,5.0,-29.0,-30.4,-240.3,71.1,6.6,5.0,-29.0,-30.4,189.0,-4.3,326.8,-3.5,7.2,-4.4,189.0,-4.3,326.8,-3.5,7.2,-4.4,-140.2,87.1,-307.4,-20.0,-11.5,-12.3,-140.2,87.1,-307.4,-20.0,-11.5,-12.3,-124.3,111.9,350.4,4.6,-9.2,-8.6,-124.3,111.9,350.4,4.6,-9.2,-8.6,200.2,16.6,-239.6,1
0.0,-0.8,-9.8,-12.1,19.6,87.6,0.0,0.0,-12.1,-12.1,19.6,87.6,0.0,0.0,-12.1,3.0,200.2,6.2,0.0,-1.2,-15.1,3.0,200.2,6.2,0.0,-1.2,-15.1,11.0,-69.9,17.5,0.6,-1.3,-6.7,11.0,-69.9,17.5,0.6,-1.3,-6.7,1.1,190.5,6.9,1.8,0.0,-18.0,1.1,190.5,6.9,1.8,0.0,-18.0,13.0,-114.2,22.7,1.2,-1.6,-5.0,13.0,-114.2,22.7,0
-9.3,-2.8,-3.6,-81.7,-71.3,-72.8,-1.5,-7.1,1.7,-81.7,-71.3,-72.8,-0.5,-2.2,-8.7,-81.7,-71.3,-72.8,-0.5,-2.2,-8.7,-16.6,130.0,-105.7,-7.1,1.5,-9.1,-16.6,130.0,-105.7,-7.1,1.5,-9.1,-23.4,75.5,87.4,-10.6,-0.8,-3.1,-23.4,75.5,87.4,-10.6,-0.8,-3.1,-47.4,-68.2,50.0,-1.6,-6.5,2.2,-47.4,-68.2,50.0,-1.6,-6.5,2.2,-55.9,-120.9,-40.4,1
-1.4,-0.6,-3.1,86.0,217.3,-129.6,-1.4,-0.6,-3.1,-67.1,-26.4,177.7,19.6,21.3,0.6,-67.1,-26.4,177.7,19.6,21.3,0.6,11.5,164.7,-251.9,-0.6,-1.5,-4.7,11.5,164.7,-251.9,-0.6,-1.5,-4.7,-43.6,2.0,165.3,12.8,19.1,3.5,-43.6,2.0,165.3,12.8,19.1,3.5,-115.7,30.5,-231.2,0.6,-0.1,-6.0,-115.7,30.5,-231.2,0.6,-0.1,-6.0,-29.3,76.4,196.0,1
3.2,6.1,-6.3,-99.9,79.4,310.2,22.2,12.2,-7.1,-99.9,79.4,310.2,22.2,12.2,-7.1,158.9,-241.5,167.4,-1.8,-0.3,4.7,158.9,-241.5,167.4,-1.8,-0.3,4.7,-4.9,148.6,-86.6,8.1,6.4,-23.6,-4.9,148.6,-86.6,8.1,6.4,-23.6,-9.2,204.4,26.7,-1.1,3.2,-0.4,-9.2,204.4,26.7,-1.1,3.2,-0.4,-15.8,-294.6,-63.3,11.9,8.4,0.0,-15.8,-294.6,-63.3,0
-13.2,-7.3,-6.6,-17.0,213.2,-385.9,-13.2,-7.3,-6.6,-120.4,-30.9,214.2,21.0,-16.9,-27.1,-120.4,-30.9,214.2,21.0,-16.9,-27.1,330.7,89.5,7.4,-4.5,3.7,-1.8,330.7,89.5,7.4,-4.5,3.7,-1.8,-170.3,134.3,-66.1,-15.3,-34.0,-13.7,-170.3,134.3,-66.1,-15.3,-34.0,-13.7,13.6,-11.3,368.6,-0.8,5.4,-6.4,13.6,-11.3,368.6,-0.8,5.4,-6.4,68.4,236.3,-312.6,1
14.3,7.5,-1.3,-59.7,218.5,239.2,6.7,10.6,-6.6,-59.7,218.5,239.2,6.7,10.6,-6.6,7.6,-61.5,-374.0,0.2,1.5,-2.3,7.6,-61.5,-374.0,0.2,1.5,-2.3,-63.1,55.7,156.4,0.2,1.5,-2.3,114.1,-237.7,179.8,21.5,12.2,-15.5,114.1,-237.7,179.8,21.5,12.2,-15.5,29.2,116.8,-124.3,-2.3,0.3,4.0,29.2,116.8,-124.3,5.8,6.6,-17.3,29.2,116.8,-124.3,0
2.3,4.1,0.0,-6.9,14.5,31.2,-4.3,9.8,9.8,-6.9,14.5,31.2,-4.3,9.8,9.8,-36.8,-40.7,-63.8,2.1,4.5,0.0,-36.8,-40.7,-63.8,2.1,4.5,0.0,-10.1,15.7,32.5,-6.2,10.5,9.8,-10.1,15.7,32.5,-6.2,10.5,9.8,-20.5,-41.8,-45.7,0.0,5.0,18.0,-20.5,-41.8,-45.7,0.0,5.0,18.0,-47.8,2.7,-123.4,0.0,2.7,0.2,-47.8,2.7,-123.4,1
-0.1,1.1,9.8,8.0,12.6,-35.8,2.7,1.8,9.8,8.0,12.6,-35.8,2.7,1.8,9.8,-119.1,-662.0,-94.8,0.1,4.6,6.3,-119.1,-662.0,-94.8,0.1,4.6,6.3,-4.1,-56.5,29.1,0.1,4.6,6.3,-4.1,-56.5,29.1,-0.1,3.3,8.5,-4.1,-56.5,29.1,-0.1,3.3,8.5,331.0,640.0,37.1,1.8,0.0,11.3,331.0,640.0,37.1,1.8,0.0,11.3,-17.9,-17.8,-34.5,1
-8.5,7.6,-0.9,35.5,343.0,-80.5,-8.5,7.6,-0.9,-214.7,-116.8,-41.2,11.0,-0.1,-38.0,-214.7,-116.8,-41.2,11.0,-0.1,-38.0,104.7,286.5,219.8,-1.7,7.0,5.3,104.7,286.5,219.8,-1.7,7.0,5.3,-178.4,-54.0,-324.9,-15.5,14.1,-42.3,-178.4,-54.0,-324.9,-15.5,14.1,-42.3,-58.4,-2.5,473.7,10.9,16.5,-6.7,-58.4,-2.5,473.7,10.9,16.5,-6.7,-27.2,258.7,-253.3,1
30.6,11.2,-22.4,-153.0,-103.1,221.8,30.6,11.2,-22.4,145.9,293.7,-26.8,-7.1,7.8,-6.2,145.9,293.7,-26.8,-7.1,7.8,-6.2,-366.9,-96.9,30.6,5.1,-2.1,-17.3,-366.9,-96.9,30.6,5.1,-2.1,-17.3,114.3,158.1,220.1,14.8,28.4,4.0,114.3,158.1,220.1,14.8,28.4,4.0,-137.1,37.6,-339.3,-5.2,-1.0,-7.0,-137.1,37.6,-339.3,-5.2,-1.0,-7.0,-113.2,-7.1,214.6,1
1.7,0.0,9.8,-9.8,45.8,-26.7,2.7,2.0,8.2,-9.8,45.8,-26.7,2.7,2.0,8.2,-52.2,-315.9,-46.8,-0.1,4.1,7.0,-52.2,-315.9,-46.8,-0.1,4.1,7.0,-52.2,-315.9,-46.8,-0.1,4.1,7.0,-13.4,-83.0,14.4,1.0,1.9,9.8,-13.4,-83.0,14.4,1.0,1.9,9.8,-10.3,1.9,-20.5,2.3,0.0,11.4,-10.3,1.9,-20.5,2.3,0.0,11.4,-17.0,-16.2,-19.0,1
-5.5,-24.4,-13.2,142.1,55.5,-154.8,-5.5,-24.4,-13.2,-6.3,66.2,329.9,-6.2,-3.6,-13.8,-6.3,66.2,329.9,-6.2,-3.6,-13.8,-189.3,-144.8,-277.3,5.9,-3.6,-6.4,-189.3,-144.8,-277.3,5.9,-3.6,-6.4,96.2,-116.0,80.9,-2.8,-24.5,-9.8,96.2,-116.0,80.9,-2.8,-24.5,-9.8,174.8,43.1,53.4,-4.6,5.8,-0.7,174.8,43.1,53.4,-4.6,5.8,-0.7,-55.3,177.3,-335.0,0
7.5,1.0,-9.6,130.6,-40.3,34.6,-0.1,1.3,-0.1,130.6,-40.3,34.6,-0.1,1.3,-0.1,2.4,14.1,-23.5,-2.0,2.3,-20.6,2.4,14.1,-23.5,-2.0,2.3,-20.6,-72.6,-12.5,13.0,-0.1,2.6,-0.1,-72.6,-12.5,13.0,-0.1,2.6,-0.1,-1.4,16.2,-58.2,-2.4,13.5,-11.9,-1.4,16.2,-58.2,-2.4,13.5,-11.9,61.6,-155.4,17.8,0.0,1.7,0.1,61.6,-155.4,17.8,1
-3.5,0.4,1.6,-9.8,-122.7,68.8,19.3,7.8,-7.1,-9.8,-122.7,68.8,19.3,7.8,-7.1,57.2,92.0,269.2,2.0,2.9,1.8,57.2,92.0,269.2,2.0,2.9,1.8,87.0,-48.4,-277.7,2.6,4.3,-5.3,87.0,-48.4,-277.7,2.6,4.3,-5.3,-94.6,119.9,205.3,27.9,15.0,-14.6,-94.6,119.9,205.3,27.9,15.0,-14.6,201.9,-315.8,-2.2,-1.3,-0.6,3.8,201.9,-315.8,-2.2,0
-8.0,0.6,-6.0,-26.8,107.4,-11.9,-8.0,0.6,-6.0,-32.7,-20.2,104.4,-5.7,-5.6,-0.2,-32.7,-20.2,104.4,-5.7,-5.6,-0.2,-66.7,-105.1,5.8,-5.7,-5.6,-0.2,-17.3,-24.8,-56.3,-1.7,-8.8,-0.4,-17.3,-24.8,-56.3,-1.7,-8.8,-0.4,-7.9,24.7,-58.0,-0.6,-7.3,-6.8,-7.9,24.7,-58.0,-4.7,-2.5,-9.2,-7.9,24.7,-58.0,-4.7,-2.5,-9.2,-30.7,68.6,-34.2,1
1.2,-31.2,-12.7,108.5,-60.4,-2.5,1.2,-31.2,-12.7,158.3,31.5,176.3,-2.8,6.7,-1.9,158.3,31.5,176.3,-2.8,6.7,-1.9,-132.1,-35.6,-270.5,8.5,-17.7,-10.9,-132.1,-35.6,-270.5,8.5,-17.7,-10.9,32.0,-85.3,272.8,1.3,-2.3,-9.6,32.0,-85.3,272.8,1.3,-2.3,-9.6,171.9,-96.0,-192.8,-5.5,-0.2,0.1,171.9,-96.0,-192.8,-5.5,-0.2,0.1,-86.8,135.7,14.2,0
-1.1,1.8,0.0,-5.4,45.3,101.1,-1.1,1.8,0.0,-7.9,-0.3,-84.1,-19.6,-4.3,-4.6,-7.9,-0.3,-84.1,-19.6,-4.3,-4.6,-10.4,2.5,111.9,-1.4,-0.1,-1.2,-10.4,2.5,111.9,-1.4,-0.1,-1.2,21.2,-2.5,-31.3,-13.4,-3.1,-4.5,21.2,-2.5,-31.3,-13.4,-3.1,-4.5,-19.0,-58.9,-163.9,-4.5,-2.3,-4.4,-19.0,-58.9,-163.9,-4.5,-2.3,-4.4,69.6,-54.6,24.8,0
0.6,-0.2,-9.8,-0.8,-55.3,-0.6,0.6,-0.2,-9.8,-14.5,103.1,-25.6,1.3,-0.2,-15.6,-14.5,103.1,-25.6,1.3,-0.2,-15.6,-60.7,-152.4,76.6,-6.6,-4.0,1.4,-60.7,-152.4,76.6,4.1,-3.1,-17.9,-60.7,-152.4,76.6,4.1,-3.1,-17.9,-29.1,95.9,-88.3,4.1,-3.1,-17.9,21.2,14.5,100.7,-4.1,-5.1,-7.5,21.2,14.5,100.7,-4.1,-5.1,-7.5,-79.7,-70.9,-48.4,1
19.5,6.5,-22.0,22.0,170.9,-143.1,19.5,6.5,-22.0,-62.8,-148.9,12.6,-3.5,-0.5,0.2,-62.8,-148.9,12.6,21.0,6.2,-3.8,-62.8,-148.9,12.6,21.0,6.2,-3.8,0.5,249.7,177.7,21.0,6.2,-3.8,-26.5,-78.9,-340.9,7.9,10.2,-6.9,-26.5,-78.9,-340.9,-0.7,1.7,-2.6,-26.5,-78.9,-340.9,-0.7,1.7,-2.6,5.3,23.0,166.5,22.2,4.0,-12.5,5.3,23.0,166.5,0
4.6,-0.1,-18.9,-18.4,6.5,34.0,0.0,0.0,-1.1,-18.4,6.5,34.0,0.0,0.0,-1.1,3.5,46.1,1.2,0.5,-0.1,-19.6,3.5,46.1,1.2,0.5,-0.1,-19.6,-52.0,-3.8,20.2,0.0,0.0,-1.4,-52.0,-3.8,20.2,0.0,0.0,-1.4,0.8,-6.9,-23.8,1.7,0.0,-18.9,0.8,-6.9,-23.8,1.7,0.0,-18.9,-39.7,17.3,31.9,0.0,1.3,-1.5,-39.7,17.3,31.9,1
7.9,0.0,9.9,21.6,-260.4,-65.5,7.9,0.0,9.9,-77.3,-146.7,-27.1,-4.5,1.3,6.8,-77.3,-146.7,-27.1,-4.5,1.3,6.8,49.0,-194.7,-58.6,7.3,0.0,13.0,49.0,-194.7,-58.6,7.3,0.0,13.0,-67.8,-95.4,-20.5,-3.4,3.1,2.7,-67.8,-95.4,-20.5,-3.4,3.1,2.7,45.2,-161.4,1.8,6.7,1.3,14.3,45.2,-161.4,1.8,6.7,1.3,14.3,-72.4,-142.6,-9.5,1
-2.9,4.7,-4.1,324.0,-48.3,111.1,-2.9,4.7,-4.1,-140.3,166.7,-106.4,-0.8,-31.3,-13.4,-140.3,166.7,-106.4,-0.8,-31.3,-13.4,211.9,-30.9,226.7,-1.3,3.8,-1.6,211.9,-30.9,226.7,-1.3,3.8,-1.6,-137.3,122.2,-158.9,1.9,-29.3,-13.7,-137.3,122.2,-158.9,1.9,-29.3,-13.7,130.4,58.2,187.5,-2.6,4.3,-3.9,130.4,58.2,187.5,-2.6,4.3,-3.9,-175.7,86.0,-173.1,1
-17.4,-6.7,-3.4,39.5,136.4,-369.7,-17.4,-6.7,-3.4,-166.1,119.5,191.4,17.0,-24.7,-14.5,-166.1,119.5,191.4,17.0,-24.7,-14.5,346.2,-41.1,-25.7,-4.2,5.1,-2.4,346.2,-41.1,-25.7,-4.2,5.1,-2.4,-123.0,194.8,-107.8,-12.9,-41.1,-6.8,-123.0,194.8,-107.8,-12.9,-41.1,-6.8,68.4,42.8,449.2,-0.9,4.4,-6.6,68.4,42.8,449.2,-0.9,4.4,-6.6,10.1,118.6,-455.9,1
-7.4,-3.0,-1.4,-56.6,-49.9,-80.6,-1.5,-6.7,-0.8,-56.6,-49.9,-80.6,-0.8,-4.5,-8.4,-56.6,-49.9,-80.6,-0.8,-4.5,-8.4,-3.5,34.2,-82.3,-0.8,-4.5,-8.4,-91.7,108.4,30.3,-5.3,1.0,-11.3,-91.7,108.4,30.3,-5.3,1.0,-11.3,-43.9,-19.8,105.6,-10.0,1.6,-4.7,-43.9,-19.8,105.6,-8.8,-3.8,3.2,-43.9,-19.8,105.6,-8.8,-3.8,3.2,-104.3,-74.5,7.5,1
0.3,6.2,1.1,-56.2,-4.0,296.5,0.3,6.2,1.1,-206.9,137.0,-187.8,-17.3,-11.5,-19.7,-206.9,137.0,-187.8,-17.3,-11.5,-19.7,-75.7,38.9,316.2,0.8,4.5,-3.2,-75.7,38.9,316.2,0.8,4.5,-3.2,-35.5,135.5,-316.4,-13.8,-10.0,-9.1,-35.5,135.5,-316.4,-13.8,-10.0,-9.1,-163.2,61.8,272.2,6.5,-2.9,-11.5,-163.2,61.8,272.2,6.5,-2.9,-11.5,198.6,101.8,-206.6,1
-3.2,15.4,-15.6,-31.8,122.6,234.0,-3.2,15.4,-15.6,-162.0,-70.9,-479.6,5.9,7.0,-7.3,-162.0,-70.9,-479.6,5.9,7.0,-7.3,182.8,-53.3,71.4,-5.8,-19.8,-40.2,182.8,-53.3,71.4,-5.8,-19.8,-40.2,35.6,139.7,315.9,-5.8,10.0,-25.1,35.6,139.7,315.9,-5.8,10.0,-25.1,-147.0,-254.1,-339.6,5.0,5.5,-5.1,-147.0,-254.1,-339.6,5.0,5.5,-5.1,164.8,-72.8,14.8,0
13.1,-1.8,0.1,14.7,70.4,63.1,7.7,-2.4,1.6,14.7,70.4,63.1,7.7,-2.4,1.6,23.0,0.3,-356.2,17.3,-0.1,-0.1,23.0,0.3,-356.2,17.3,-0.1,-0.1,19.0,34.3,164.1,-1.2,0.1,0.1,19.0,34.3,164.1,-1.2,0.1,0.1,-2.5,-36.3,-89.1,21.4,-2.2,-7.8,-2.5,-36.3,-89.1,21.4,-2.2,-7.8,-83.4,0.8,152.3,-3.7,2.4,3.8,-83.4,0.8,152.3,0
-8.5,7.6,-0.9,35.5,343.0,-80.5,-8.5,7.6,-0.9,-214.7,-116.8,-41.2,11.0,-0.1,-38.0,-214.7,-116.8,-41.2,11.0,-0.1,-38.0,104.7,286.5,219.8,-1.7,7.0,5.3,104.7,286.5,219.8,-1.7,7.0,5.3,-178.4,-54.0,-324.9,-15.5,14.1,-42.3,-178.4,-54.0,-324.9,-15.5,14.1,-42.3,-58.4,-2.5,473.7,10.9,16.5,-6.7,-58.4,-2.5,473.7,10.9,16.5,-6.7,-27.2,258.7,-253.3,1
-3.4,10.6,-4.5,104.1,247.9,177.8,-3.4,10.6,-4.5,-122.6,-82.7,-553.7,9.1,1.3,-12.8,-122.6,-82.7,-553.7,9.1,1.3,-12.8,167.9,-32.5,279.9,-13.8,-21.1,-38.5,167.9,-32.5,279.9,-13.8,-21.1,-38.5,144.6,206.7,208.6,-3.4,13.0,-5.6,144.6,206.7,208.6,-3.4,13.0,-5.6,-155.6,-128.4,-522.1,9.7,2.4,-6.9,-155.6,-128.4,-522.1,9.7,2.4,-6.9,133.6,-52.3,168.1,0
16.2,-15.1,-40.5,-167.3,-116.7,-90.7,16.2,-15.1,-40.5,195.4,-180.6,400.6,-0.1,12.2,-22.4,195.4,-180.6,400.6,-0.1,12.2,-22.4,260.9,337.2,-204.7,-6.4,8.8,0.4,260.9,337.2,-204.7,-6.4,8.8,0.4,-131.0,57.0,-264.9,12.1,-15.3,-30.4,-131.0,57.0,-264.9,12.1,-15.3,-30.4,108.2,-139.3,407.3,3.7,4.6,-30.7,108.2,-139.3,407.3,3.7,4.6,-30.7,343.9,218.9,-54.3,0
-16.5,-1.3,-28.9,-264.3,-40.2,-291.0,-16.5,-1.3,-28.9,-22.4,-77.8,330.4,13.5,14.9,-10.5,-22.4,-77.8,330.4,13.5,14.9,-10.5,0.0,339.0,-221.6,-11.6,2.2,-4.7,0.0,339.0,-221.6,-11.6,2.2,-4.7,-194.5,-21.0,134.3,21.5,-14.4,-24.6,-194.5,-21.0,134.3,21.5,-14.4,-24.6,291.5,187.2,113.6,-4.1,4.5,-1.5,291.5,187.2,113.6,-4.1,4.5,-1.5,-202.5,110.6,-92.0,1
2.8,-3.5,-10.5,-17.0,-139.1,-125.9,2.8,-3.5,-10.5,-72.1,68.5,-129.0,-8.2,3.1,-8.0,-72.1,68.5,-129.0,-8.2,3.1,-8.0,-88.5,58.1,79.7,-11.0,-0.8,-2.1,-88.5,58.1,79.7,-11.0,-0.8,-2.1,-70.5,-120.0,105.5,-11.0,-0.8,-2.1,-63.9,-81.4,-72.3,-2.3,-6.2,2.1,-63.9,-81.4,-72.3,1.9,-2.8,-10.7,-63.9,-81.4,-72.3,1.9,-2.8,-10.7,-48.8,57.0,-111.5,1
-8.9,-3.6,-5.0,69.6,-54.6,24.8,-8.9,-3.6,-5.0,-16.0,-72.0,-144.5,-13.1,-4.6,-5.3,-16.0,-72.0,-144.5,-13.1,-4.6,-5.3,-12.9,-5.4,79.4,-4.1,-2.6,-4.8,-12.9,-5.4,79.4,-4.1,-2.6,-4.8,13.6,-36.8,-48.9,0.0,-3.8,-13.8,13.6,-36.8,-48.9,0.0,-3.8,-13.8,340.7,-138.9,-184.9,0.0,-1.6,-3.7,340.7,-138.9,-184.9,0.0,-1.6,-3.7,-13.8,-103.6,-4.5,0
13.1,2.3,0.0,44.3,-92.2,61.1,13.1,2.3,0.0,-50.6,37.5,-130.0,2.7,4.8,0.0,-50.6,37.5,-130.0,2.7,4.8,0.0,-50.6,37.5,-130.0,2.7,4.8,0.0,40.1,-54.9,115.6,14.4,2.6,0.1,40.1,-54.9,115.6,14.4,2.6,0.1,-121.8,73.6,-226.2,9.8,3.5,0.0,-121.8,73.6,-226.2,9.8,3.5,0.0,52.2,-8.5,176.6,9.8,3.5,0.0,52.2,-8.5,176.6,0
16.2,0.0,3.0,95.1,36.4,44.0,16.2,0.0,3.0,-154.8,-104.0,-151.7,3.7,2.5,-1.8,-154.8,-104.0,-151.7,3.7,2.5,-1.8,-34.8,21.5,67.6,-2.1,-1.1,-13.7,-34.8,21.5,67.6,-2.1,-1.1,-13.7,-112.3,9.2,10.8,6.9,2.3,-6.1,-112.3,9.2,10.8,6.9,2.3,-6.1,96.9,-21.0,-3.0,-2.5,-1.3,-11.8,96.9,-21.0,-3.0,-2.5,-1.3,-11.8,-63.1,36.0,10.4,1
